line_text,speaker
"Well not until Friday 20% off toner cartridges, that's a big deal. While we're on the subject, why don't I just run you down to the hospital and we'll just do a quick check?",Jim
Not until midnight.,Pam
"Guys. Word of advice. Speaking as a former baby. Don't get too hung up on baby names. I was named Walter Jr. after my father until I was about six or so, when my parents changed their minds.",Andy
I thought you said your younger brother was named Walter Jr.,Erin
"My brother was born, and my parents felt he better exemplified the Walter Jr. name, so they gave it to him. I was given Andrew, which they got out of a baby name book.",Andy
"You know, it's getting real crowded in here. Maybe you guys should all go back to work because the day's not out yet.",Jim
"No, no, no, no, no. You know what? You can't tell us what to do because you are not co-manager anymore.",Michael
"[as Andy and Kevin shout 'yeah!' in response to Michael] Okay, I feel like this noise is going to prevent Pam from being able to listen to her body's signals.",Jim
"Actually, the distractions are good. I mean, I don't think I'm going to make it until midnight if I'm just sitting here thinking about it.",Pam
"Distractions are good! That means conference room, five minutes! No, no, five seconds! Right now, right now! Conference room! Topic, potpourri! Let's go!",Michael
"Um, I am sort of a master of distraction. When I was a kid, my mom received compliments left and right from my teachers on how I was always able to distract others in class. Try to think, what were the first thirteen colonies? Mm-hmm, mm-hmm. [Michael covers his mouth and makes fart noises.]",Michael
The purpose for this meeting is to take Pam's mind off of what's going on inside of her body.,Michael
Can we do sleight of hand tricks?,Andy
I will allow that.,Michael
Yes! Can anyone do those?,Andy
I'm going to go look at the Internet.,Stanley
"[as Pam has another contraction] Oh! Oh, alright. That's a good one.",Jim
"Oh, okay, uh, sorry, guys. Just, um, keep talking.",Pam
Okay.,Michael
"Oh my God, Pam, you are a woman warrior.",Kelly
"Oh, thanks, Kelly.",Pam
"Does anybody have anything? Anything interesting, any hobbies, uh, special skills?",Michael
"Yes, this is the only time I'm ever going to make this request.",Pam
"Yes, Phyl?",Michael
I can put on lipstick the way Molly Ringwald does in The Breakfast Club.,Phyllis
"[ as Pam shakes her head] Nope, nope, I don't think anybody wants to see that.",Michael
I can do the evolution of dance-dance.,Andy
"[as Pam gives the thumbs up] That sounds good! Do you need some music, or...? Okay.",Michael
"Nope, actually music would just throw me off. I need complete silence. Okay... [Pam begins to clap as Andy dances] You're clapping. I need complete silence. Totally threw me off, so I'm going to have to start over. Evolution of dance-dance.",Andy
"[reading from a book as Kelly admires] 'You let me in your bed. But now, I sleep alone. Trapped with the forgotten in my detritus home.'",Ryan
[naming race horses] Affirmed. Seattle Slew. Secretariat. Citation. Assault. Count Fleet. Rollaway. War Admiral. Omaha. Gallant Fox... And... I know this. Uh... The jockey was Johnny Loftus. Sired by Star Shoot.,Erin
Good afternoon.,Angela
Have a seat.,Dwight
What is this?,Angela
"Before we conceive a child, uh, it is important that we bang out a parenting contract.",Dwight
Of course.,Angela
It's been a long time since we've come down here separately.,Dwight
You know I was thinking...,Angela
"Now, then. Let's get to it, shall we? Item one: [speaking into a voice recorder] Child will be breast fed by the mother for exactly six months, then weaned onto a nutrient-rich winter vegetable mash provided by the father, Dwight Schrute, hereafter referred to as Morpheus. Agreed?",Dwight
Agreed.,Angela
"[as Pam has another contraction] Where are we? We have every six minutes, ladies and gentlemen. Another seventy five contractions and you are going to be there.",Michael
"For the love of God, Pam, do it for ultra feast!",Kevin
"Okay, you know what? I'm going to go give, uh, doctor Asmani a quick call. He'd probably know...",Jim
"Jim, please. Happy thoughts here. Happy times.",Pam
"Yeah, happy times. Come on. Let's have happy times.",Michael
Alright.,Jim
"Jim, as a matter of fact, I have printed out ten ways to induce labor. And I'm thinking we just do the opposite of those things and we can slow down your labor. Erin, read the first one.",Michael
"Um, stimulate the nipples.",Erin
"Okay, nobody touch Pam's nipples. Think of Pam's nipples as Toby's grundle.",Michael
Her shirt is touching them. Maybe we should cut holes in her shirt.,Kevin
I have a shirt like that in my car.,Meredith
"Okay, yeah, why don't you go get it?",Michael
"Okay, uh, the second one is walk around. We're already doing the opposite of that. Perfect. Okay, number three, eat spicy foods.",Erin
"Okay, the opposite of that?",Michael
Stick spicy food up her butt.,Kevin
"Nope, nope, nope, nope. Come on, let's go to the hospital. Pam, let's go to the hospital right now.",Jim
"Jim, Jim, honey, I love you, but you're really distracting me from my distractions.",Pam
"Mm-hmm. Okay, great. Well, sorry.",Jim
Why don't you go do some work?,Pam
"Great. I will do that. Sorry, Pam, I just feel a little bit frazzled. And you know how very rarely I use that word. Frazzled.",Jim
"I know, you don't like to be frazzled.",Pam
"No, I don't.",Jim
Okay.,Pam
"Oh, and by the way, hate that you're helping her with this right now. Totally.",Jim
"Ooh, someone's freakin'.",Michael
A little frazzled.,Andy
I think he is.,Michael
"I know Pam better than anyone in this office, and obviously she's gone crazy, but everybody wants to say that I'm crazy. But I'm not crazy, she's crazy. I'm not crazy, she's crazy. [reading from various books] Five to seven minutes. Five to seven minutes. Six minutes. Different, but not really. Five to seven minutes.",Jim
Acceptable names include and are limited to: Ebenezer.,Dwight
Jedediah.,Angela
Jonas.,Dwight
Jedediah.,Angela
Warf.,Dwight
No Star Trek names.,Angela
Okay. Fine.,Dwight
What if it's a girl?,Angela
"Irrelevant question. Section 5A, child shall be male.",Dwight
Hey. Uh-uh. I cannot control that. You can't put that in here.,Angela
Yes you can.,Dwight
No.,Angela
"It's as simple as keeping the womb extremely warm for two days after sex, and then extremely cold for five months.",Dwight
Absolutely not.,Angela
[Pam approaches as he sits in his car] Hey.,Jim
"Hey. I'm not going to get in the car, because I know if I do you'll try to drive me to the hospital.",Pam
"Ah, you know me too well.",Jim
"Okay, Jim.",Pam
Yeah? ... Oh.,Jim
"Everything is fine. You don't have to worry. Try not to think about it. She's not coming out for a while, okay?",Pam
Did you say 'she?',Jim
"I called the doctor like a week ago. I couldn't wait... Oh, God, don't be mad.",Pam
Mad? How could I be mad? We're having a little girl.,Jim
Mm-hmm.,Pam
"Wow, we're having a little girl. Oh, man.",Jim
I know.,Pam
"Woo, alright. Well, I definitely feel better.",Jim
Good.,Pam
Yeah.,Jim
Okay.,Pam
"Alright... Hey, did you change?",Jim
"Oh, yeah, my water broke.",Pam
Oh. Oh...,Jim
"[enters the office and has another contraction] Oh, whoa. Ha. Wow.",Pam
"Pam, Pam! Okay, alright, okay, it's time. Time to go to the hospital. Somebody get Jim, please! Is it midnight yet?",Michael
"No, it's 4:35.",Phyllis
"4:35. Alright, almost made it. Almost made it. Too bad you didn't have sex like seven and a half hours later. But you had to have the afternoon delight. I understand. Sometimes you have to go for it. Let's go to the hospital, shall we?",Michael
"No, not yet, Michael.",Pam
We can do...,Michael
"Oh, wow, it's almost time for ultra feast! Where's Kevin?",Pam
Oh. What? You want to eat cat food with Kevin and not go to the hospital?,Michael
That's fancy feast. Ultra feast is something they made up so they can pig out together in the name of ceremony.,Oscar
What is October feast?,Michael
"There is no rush to get to the hospital. I am fine. I'll get there. And if I don't get there, I don't get there.",Pam
"Our ultra feast menu's theme: Hollywood. We have Ratatouille, from Ratatouille, and tandoori chicken, from Born Into Brothels. I tried to bake a cake like that District 9 prawn thing, but I... Are you okay?",Kevin
"Mm-hmm. Yes, I'm fine. Um, yeah, the doctor said it's still considered a minor contraction as long as I can talk through it.",Pam
"Okay, okay, Jim. I think this feast is over and it's time to go to the hospital.",Michael
Alright. Time to go. Okay.,Jim
"That's right, let's do this.",Michael
Let's give it a shot.,Jim
"Nope. No, no, that's better. That wasn't even the worst of them. I'm fine.",Pam
"Hey, come on. Let's go to the hospital.",Jim
"They're not that bad still, babe.",Pam
"Pam, Pam, it's time. Let's go to the hospital.",Jim
"No, it's passing, it's fine. It's okay.",Pam
"Come on, Michael says we should go now.",Jim
"Let's go, Pam. Yeah, I think we should head out.",Michael
"No, it's passing, it's fine.",Pam
Pam.,Jim
"Ah, no, it passed. It's good.",Pam
You know what? Let's go. We got to go to the hospital.,Jim
"Okay, I'm not going. I'm not... It's fine. [Jim, Michael and Kevin try to help her up] Okay, come on, come on. No! I am not going! I am not going, okay!? I'm not going today because I can't do it, I don't think I can do it.",Pam
"Hey, are you kidding me?",Jim
Are you kidding?,Michael
"If anyone can do this, you can do this.",Jim
You can do this. You can do this.,Michael
"Pam, I'm scared. I'm real scared.",Jim
"I'm scared, too.",Michael
I'm petrified.,Kevin
"The best news is, we're going to have a baby today.",Jim
Yeah.,Michael
A really awesome baby.,Jim
We're going to have a baby.,Michael
So let's have it at the hospital.,Jim
Let's do that.,Michael
How are we doing on contractions?,Jim
Two minutes apart.,Michael
Two minutes...,Jim
"Oh, God. Oh, no.",Pam
"Michael, I told you.",Jim
It's okay.,Michael
"No, I told you to warn me at five minutes.",Jim
"Jim, we waited too long!",Pam
"I know, I know, I know. It went by too soon.",Michael
"We waited too long! Two minutes doesn't do us any good. Well, what happened to four and three minutes?",Jim
